Location,Timestamp,Question6a,Question6b,Question7a,Question7b,Question8a,Question8b,Question9a,Question9b,Question10a,Question10b,Question11a,Question11b,Question12a,Question12b,Question13a,Question13b,Question14,Question15,Technical/Theorical mark,Pre/Exam mark,Coordinate,T1,T2,T1 Floating,T2 Floating,T1 Final,T2 Final,ABS1,ABS2,Category
Sydney,12/04/2019,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,8,2,4,4,"4,4",5,5,-1.248777235,-0.293168927,3.751222765,4.706831073,3.751222765,4.706831073,Design Skills
Sydney,12/04/2019,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,8,5,2,7,"2,7",2.5,8.75,-0.45848224,0.712490414,2.04151776,9.462490414,2.04151776,9.462490414,software engineering
Sydney,12/04/2019,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,6,3,7,"3,7",3.75,8.75,1.325457689,-1.316057669,5.075457689,7.433942331,5.075457689,7.433942331,Social marketing
Sydney,12/04/2019,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,4,0,4,5,"4,5",5,6.25,-0.337307848,-0.524954347,4.662692152,5.725045653,4.662692152,5.725045653,software engineering
Sydney,12/04/2019,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,2,5,3,"5,3",6.25,3.75,-1.420985072,-1.485538159,4.829014928,2.264461841,4.829014928,2.264461841,Design Skills
Sydney,12/04/2019,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,6,1,4,3,"4,3",5,3.75,0.212010041,0.421586484,5.212010041,4.171586484,5.212010041,4.171586484,IT Management
Sydney,12/04/2019,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,6,2,6,4,"6,4",7.5,5,0.628290459,-0.039758188,8.128290459,4.960241812,8.128290459,4.960241812,IT Management
Sydney,12/04/2019,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,2,4,"2,4",2.5,5,0.263268546,1.364987254,2.763268546,6.364987254,2.763268546,6.364987254,software engineering
Sydney,12/04/2019,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,3,2,3,"2,3",2.5,3.75,-1.258082507,-0.05717927,1.241917493,3.69282073,1.241917493,3.69282073,Design Skills
Sydney,12/04/2019,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,3,1,3,7,"3,7",3.75,8.75,0.331425499,1.31394102,4.081425499,10.06394102,4.081425499,9.06394102,software engineering
Sydney,12/04/2019,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,3,1,"3,1",3.75,1.25,-0.219088316,-0.279132024,3.530911684,0.970867976,3.530911684,0.970867976,Design Skills
Sydney,12/04/2019,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,3,4,3,6,"3,6",3.75,7.5,0.692015889,0.389427526,4.442015889,7.889427526,4.442015889,7.889427526,software engineering
Sydney,12/04/2019,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,9,2,3,"2,3",2.5,3.75,-0.399298165,-0.192550803,2.100701835,3.557449197,2.100701835,3.557449197,Design Skills
Sydney,12/04/2019,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,6,3,5,"3,5",3.75,6.25,-0.346807176,0.649748916,3.403192824,6.899748916,3.403192824,6.899748916,software engineering
Sydney,12/04/2019,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,3,6,6,5,"6,5",7.5,6.25,-0.468929791,-0.49681996,7.031070209,5.75318004,7.031070209,5.75318004,Social marketing
Sydney,12/04/2019,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,10,4,6,6,"6,6",7.5,7.5,-0.18816843,1.430642865,7.31183157,8.930642865,7.31183157,8.930642865,Social marketing
Sydney,12/04/2019,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,5,9,3,4,"3,4",3.75,5,0.13219531,0.392763902,3.88219531,5.392763902,3.88219531,5.392763902,software engineering
Sydney,12/04/2019,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,6,4,6,6,"6,6",7.5,7.5,-0.708368769,-0.744338188,6.791631231,6.755661812,6.791631231,6.755661812,Social marketing
Sydney,12/04/2019,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,7,0,4,5,"4,5",5,6.25,-0.081192434,0.78323752,4.918807566,7.03323752,4.918807566,7.03323752,software engineering
Sydney,12/04/2019,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,3,2,3,5,"3,5",3.75,6.25,1.249016838,-0.716044933,4.999016838,5.533955067,4.999016838,5.533955067,software engineering
Sydney,12/04/2019,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,5,3,7,"3,7",3.75,8.75,-0.035697211,-0.375830159,3.714302789,8.374169841,3.714302789,8.374169841,software engineering
Sydney,12/04/2019,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,5,2,5,"2,5",2.5,6.25,-1.485014714,-1.289267605,1.014985286,4.960732395,1.014985286,4.960732395,Design Skills
Sydney,12/04/2019,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,7,0,4,3,"4,3",5,3.75,1.01108166,1.181388952,6.01108166,4.931388952,6.01108166,4.931388952,IT Management
Sydney,12/04/2019,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,3,5,4,"5,4",6.25,5,0.436933506,1.266157333,6.686933506,6.266157333,6.686933506,6.266157333,Social marketing
Sydney,12/04/2019,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,8,9,3,2,"3,2",3.75,2.5,1.102028571,0.30126596,4.852028571,2.80126596,4.852028571,2.80126596,Design Skills
Sydney,12/04/2019,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,4,9,4,3,"4,3",5,3.75,-0.219319734,0.482100657,4.780680266,4.232100657,4.780680266,4.232100657,Design Skills
Sydney,12/04/2019,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,3,3,6,4,"6,4",7.5,5,0.671099091,0.724467187,8.171099091,5.724467187,8.171099091,5.724467187,Social marketing
Sydney,12/04/2019,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,4,1,5,"1,5",1.25,6.25,-0.808732279,1.423838112,0.441267721,7.673838112,0.441267721,7.673838112,software engineering
Sydney,12/04/2019,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,8,4,7,"4,7",5,8.75,-1.027824174,-0.058050503,3.972175826,8.691949497,3.972175826,8.691949497,software engineering
Sydney,12/04/2019,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,5,1,3,6,"3,6",3.75,7.5,0.316243019,-1.165770366,4.066243019,6.334229634,4.066243019,6.334229634,software engineering
Sydney,12/04/2019,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,5,2,5,5,"5,5",6.25,6.25,0.125945645,1.453830833,6.375945645,7.703830833,6.375945645,7.703830833,Social marketing
Sydney,12/04/2019,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,7,4,2,"4,2",5,2.5,-0.584324411,1.459632185,4.415675589,3.959632185,4.415675589,3.959632185,Design Skills
Sydney,12/04/2019,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,9,0,4,5,"4,5",5,6.25,-0.074298522,-1.246085803,4.925701478,5.003914197,4.925701478,5.003914197,software engineering
Sydney,12/04/2019,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,8,7,5,"7,5",8.75,6.25,-0.535593835,-1.463672202,8.214406165,4.786327798,8.214406165,4.786327798,IT Management
Sydney,12/04/2019,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,9,6,3,4,"3,4",3.75,5,-1.490392511,0.086176815,2.259607489,5.086176815,2.259607489,5.086176815,software engineering
Sydney,12/04/2019,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,3,1,5,5,"5,5",6.25,6.25,1.493827918,-0.465076745,7.743827918,5.784923255,7.743827918,5.784923255,Social marketing
Sydney,12/04/2019,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,8,5,4,"5,4",6.25,5,1.294125487,-0.6881021,7.544125487,4.3118979,7.544125487,4.3118979,IT Management
Sydney,12/04/2019,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,7,0,4,4,"4,4",5,5,-0.643126101,0.28785139,4.356873899,5.28785139,4.356873899,5.28785139,software engineering
Sydney,12/04/2019,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,8,0,3,4,"3,4",3.75,5,-0.546063796,-0.565469139,3.203936204,4.434530861,3.203936204,4.434530861,Design Skills
Sydney,12/04/2019,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,3,0,5,4,"5,4",6.25,5,1.209922176,0.72356779,7.459922176,5.72356779,7.459922176,5.72356779,Social marketing
Sydney,12/04/2019,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,10,7,6,2,"6,2",7.5,2.5,-0.942210945,-0.12053379,6.557789055,2.37946621,6.557789055,2.37946621,IT Management
Sydney,12/04/2019,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,6,5,5,"5,5",6.25,6.25,-0.248749714,1.507057038,6.001250286,7.757057038,6.001250286,7.757057038,Social marketing
Sydney,12/04/2019,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,7,2,6,4,"6,4",7.5,5,-0.615344944,-1.17235064,6.884655056,3.82764936,6.884655056,3.82764936,IT Management
Sydney,12/04/2019,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,2,2,7,4,"7,4",8.75,5,-1.051477622,0.148260126,7.698522378,5.148260126,7.698522378,5.148260126,Social marketing
Sydney,12/04/2019,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,8,3,4,3,"4,3",5,3.75,1.282168162,1.020733408,6.282168162,4.770733408,6.282168162,4.770733408,IT Management
Sydney,12/04/2019,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,9,3,2,4,"2,4",2.5,5,-1.199922303,-0.698259377,1.300077697,4.301740623,1.300077697,4.301740623,Design Skills
Sydney,12/04/2019,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,7,9,4,2,"4,2",5,2.5,-0.972630997,-0.853517109,4.027369003,1.646482891,4.027369003,1.646482891,Design Skills
Sydney,12/04/2019,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,7,4,2,"4,2",5,2.5,-0.344154851,1.048619612,4.655845149,3.548619612,4.655845149,3.548619612,Design Skills
Sydney,12/04/2019,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,3,0,4,4,"4,4",5,5,-0.558103817,0.109081728,4.441896183,5.109081728,4.441896183,5.109081728,software engineering
Sydney,12/04/2019,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,5,8,6,6,"6,6",7.5,7.5,-0.643573723,0.937713186,6.856426277,8.437713186,6.856426277,8.437713186,Social marketing
Sydney,12/04/2019,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,4,9,4,4,"4,4",5,5,0.170102269,1.526842639,5.170102269,6.526842639,5.170102269,6.526842639,Social marketing
Sydney,12/04/2019,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,7,5,"7,5",8.75,6.25,0.530904279,-1.312894344,9.280904279,4.937105656,9.280904279,4.937105656,IT Management
Sydney,12/04/2019,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,3,7,3,6,"3,6",3.75,7.5,0.302431606,-1.333726831,4.052431606,6.166273169,4.052431606,6.166273169,software engineering
Sydney,12/04/2019,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,7,7,1,5,"1,5",1.25,6.25,0.381319209,0.409240429,1.631319209,6.659240429,1.631319209,6.659240429,software engineering
Sydney,12/04/2019,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,9,9,5,5,"5,5",6.25,6.25,1.106735961,1.151869579,7.356735961,7.401869579,7.356735961,7.401869579,Social marketing
Sydney,12/04/2019,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,3,1,6,"1,6",1.25,7.5,-0.827598616,1.393746094,0.422401384,8.893746094,0.422401384,8.893746094,software engineering
Sydney,12/04/2019,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,2,1,5,4,"5,4",6.25,5,0.32840494,0.493106502,6.57840494,5.493106502,6.57840494,5.493106502,Social marketing
Sydney,12/04/2019,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,5,6,3,5,"3,5",3.75,6.25,-0.888182482,1.125143359,2.861817518,7.375143359,2.861817518,7.375143359,software engineering
Sydney,12/04/2019,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,4,3,3,4,"3,4",3.75,5,-0.013085432,0.563371981,3.736914568,5.563371981,3.736914568,5.563371981,software engineering
Sydney,12/04/2019,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,2,4,"2,4",2.5,5,1.012376642,0.304408775,3.512376642,5.304408775,3.512376642,5.304408775,software engineering
Sydney,12/04/2019,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,3,7,2,5,"2,5",2.5,6.25,-0.280119512,0.765203823,2.219880488,7.015203823,2.219880488,7.015203823,software engineering
Sydney,12/04/2019,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,10,10,6,4,"6,4",7.5,5,0.545307444,-0.585187427,8.045307444,4.414812573,8.045307444,4.414812573,IT Management
Sydney,12/04/2019,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,8,3,2,4,"2,4",2.5,5,0.489184628,1.315903563,2.989184628,6.315903563,2.989184628,6.315903563,software engineering
Sydney,12/04/2019,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,5,6,6,"6,6",7.5,7.5,-1.482673822,1.268573587,6.017326178,8.768573587,6.017326178,8.768573587,Social marketing
Sydney,12/04/2019,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,3,9,6,5,"6,5",7.5,6.25,1.441363788,0.771747977,8.941363788,7.021747977,8.941363788,7.021747977,Social marketing
Sydney,12/04/2019,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,10,9,1,3,"1,3",1.25,3.75,-0.607200997,-0.387385999,0.642799003,3.362614001,0.642799003,3.362614001,Design Skills
Sydney,12/04/2019,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,10,4,3,"4,3",5,3.75,-0.788707624,-0.760674654,4.211292376,2.989325346,4.211292376,2.989325346,Design Skills
Sydney,12/04/2019,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,9,0,3,5,"3,5",3.75,6.25,0.605647653,0.053708893,4.355647653,6.303708893,4.355647653,6.303708893,software engineering
Sydney,12/04/2019,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,8,8,5,3,"5,3",6.25,3.75,1.17569883,-1.200819885,7.42569883,2.549180115,7.42569883,2.549180115,IT Management
Sydney,12/04/2019,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,8,1,4,5,"4,5",5,6.25,-0.130541503,1.428421925,4.869458497,7.678421925,4.869458497,7.678421925,software engineering
Sydney,12/04/2019,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,7,0,5,4,"5,4",6.25,5,0.935919069,-0.910714011,7.185919069,4.089285989,7.185919069,4.089285989,IT Management
Sydney,12/04/2019,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,7,2,4,4,"4,4",5,5,1.423297857,1.395996705,6.423297857,6.395996705,6.423297857,6.395996705,Social marketing
Sydney,12/04/2019,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,3,4,4,4,"4,4",5,5,-1.328255997,-0.844457334,3.671744003,4.155542666,3.671744003,4.155542666,Design Skills
Sydney,12/04/2019,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,4,5,2,"5,2",6.25,2.5,-0.063127917,-1.226793856,6.186872083,1.273206144,6.186872083,1.273206144,IT Management
Sydney,12/04/2019,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,6,3,0,4,"0,4",0,5,1.51450568,-0.875129128,1.51450568,4.124870872,1.51450568,4.124870872,Design Skills
Sydney,12/04/2019,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,10,1,3,1,"3,1",3.75,1.25,1.571247674,1.143182302,5.321247674,2.393182302,5.321247674,2.393182302,IT Management
Sydney,12/04/2019,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,7,0,4,3,"4,3",5,3.75,0.692938914,-0.805521074,5.692938914,2.944478926,5.692938914,2.944478926,IT Management
Sydney,12/04/2019,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,6,6,2,"6,2",7.5,2.5,1.517158393,-1.148763225,9.017158393,1.351236775,9.017158393,1.351236775,IT Management
Sydney,12/04/2019,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,9,6,3,6,"3,6",3.75,7.5,-1.464450604,-1.218828337,2.285549396,6.281171663,2.285549396,6.281171663,software engineering
Sydney,12/04/2019,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,7,7,5,3,"5,3",6.25,3.75,0.145758625,-1.446133288,6.395758625,2.303866712,6.395758625,2.303866712,IT Management
Sydney,12/04/2019,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,2,9,5,5,"5,5",6.25,6.25,-1.043681461,1.460894192,5.206318539,7.710894192,5.206318539,7.710894192,Social marketing
Sydney,12/04/2019,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,5,5,6,"5,6",6.25,7.5,0.093689735,1.483024286,6.343689735,8.983024286,6.343689735,8.983024286,Social marketing
Sydney,12/04/2019,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,2,7,6,5,"6,5",7.5,6.25,1.280214502,-1.557280266,8.780214502,4.692719734,8.780214502,4.692719734,IT Management
Sydney,12/04/2019,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,4,3,"4,3",5,3.75,0.851800642,-0.159300149,5.851800642,3.590699851,5.851800642,3.590699851,IT Management
Sydney,12/04/2019,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,2,4,"2,4",2.5,5,1.488901876,-1.124835124,3.988901876,3.875164876,3.988901876,3.875164876,Design Skills
Sydney,12/04/2019,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,4,5,3,"5,3",6.25,3.75,-0.248139364,-1.112273003,6.001860636,2.637726997,6.001860636,2.637726997,IT Management
Sydney,12/04/2019,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,8,1,5,5,"5,5",6.25,6.25,-1.282315861,0.537590765,4.967684139,6.787590765,4.967684139,6.787590765,software engineering
Sydney,12/04/2019,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,4,1,6,4,"6,4",7.5,5,-0.01835582,0.916618594,7.48164418,5.916618594,7.48164418,5.916618594,Social marketing
Sydney,12/04/2019,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,4,3,3,7,"3,7",3.75,8.75,-0.625448979,0.310052519,3.124551021,9.060052519,3.124551021,9.060052519,software engineering
Sydney,12/04/2019,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,7,7,6,4,"6,4",7.5,5,-0.321723841,0.750911156,7.178276159,5.750911156,7.178276159,5.750911156,Social marketing
Sydney,12/04/2019,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,4,8,4,6,"4,6",5,7.5,-1.358804502,-0.808834119,3.641195498,6.691165881,3.641195498,6.691165881,software engineering
Sydney,12/04/2019,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,6,5,6,"5,6",6.25,7.5,-1.162482425,-1.10806805,5.087517575,6.39193195,5.087517575,6.39193195,Social marketing
Sydney,12/04/2019,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,2,0,5,3,"5,3",6.25,3.75,-0.462644486,1.114245765,5.787355514,4.864245765,5.787355514,4.864245765,IT Management
Sydney,12/04/2019,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,6,9,5,2,"5,2",6.25,2.5,-0.344553226,0.093137252,5.905446774,2.593137252,5.905446774,2.593137252,IT Management
Sydney,12/04/2019,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,7,0,3,3,"3,3",3.75,3.75,1.438977628,-1.090595814,5.188977628,2.659404186,5.188977628,2.659404186,IT Management
Sydney,12/04/2019,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,3,1,"3,1",3.75,1.25,1.348388652,-0.557976724,5.098388652,0.692023276,5.098388652,0.692023276,IT Management
Sydney,12/04/2019,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,5,0,4,3,"4,3",5,3.75,0.85630421,-0.24206155,5.85630421,3.50793845,5.85630421,3.50793845,IT Management
Sydney,12/04/2019,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,3,3,"3,3",3.75,3.75,0.291874324,0.623275964,4.041874324,4.373275964,4.041874324,4.373275964,Design Skills
Sydney,12/04/2019,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,4,5,4,3,"4,3",5,3.75,-0.459965935,0.073130243,4.540034065,3.823130243,4.540034065,3.823130243,Design Skills
Sydney,12/04/2019,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,5,4,4,"4,4",5,5,0.398477152,0.501848114,5.398477152,5.501848114,5.398477152,5.501848114,Social marketing
Sydney,12/04/2019,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,10,6,5,5,"5,5",6.25,6.25,1.434655453,-0.697671212,7.684655453,5.552328788,7.684655453,5.552328788,Social marketing
Sydney,12/04/2019,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,9,2,4,7,"4,7",5,8.75,-1.099901661,0.033005576,3.900098339,8.783005576,3.900098339,8.783005576,software engineering
Sydney,12/04/2019,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,5,2,"5,2",6.25,2.5,-0.052184311,0.452450437,6.197815689,2.952450437,6.197815689,2.952450437,IT Management
Sydney,12/04/2019,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,8,6,3,1,"3,1",3.75,1.25,-1.116589544,1.079539197,2.633410456,2.329539197,2.633410456,2.329539197,Design Skills
Sydney,12/04/2019,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,7,4,2,4,"2,4",2.5,5,-0.634102898,0.912748856,1.865897102,5.912748856,1.865897102,5.912748856,software engineering
Sydney,12/04/2019,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,5,0,5,"0,5",0,6.25,-0.712593212,0.972042563,-0.712593212,7.222042563,0.712593212,7.222042563,software engineering
Sydney,12/04/2019,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,4,3,2,"3,2",3.75,2.5,-0.74270589,-0.72441043,3.00729411,1.77558957,3.00729411,1.77558957,Design Skills
Sydney,12/04/2019,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,4,8,3,7,"3,7",3.75,8.75,0.651939528,0.27041926,4.401939528,9.02041926,4.401939528,9.02041926,software engineering
Sydney,12/04/2019,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,5,0,3,3,"3,3",3.75,3.75,0.770099429,-0.532043383,4.520099429,3.217956617,4.520099429,3.217956617,Design Skills
Sydney,12/04/2019,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,3,3,4,3,"4,3",5,3.75,-1.346570271,-1.48666201,3.653429729,2.26333799,3.653429729,2.26333799,Design Skills
Sydney,12/04/2019,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,6,0,6,1,"6,1",7.5,1.25,0.781980013,-1.260311544,8.281980013,-0.010311544,8.281980013,0.010311544,IT Management
Sydney,12/04/2019,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,3,5,5,"5,5",6.25,6.25,0.02970307,1.347507188,6.27970307,7.597507188,6.27970307,7.597507188,Social marketing
Sydney,12/04/2019,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,2,4,5,"4,5",5,6.25,-0.299421887,-0.065412384,4.700578113,6.184587616,4.700578113,6.184587616,software engineering
Sydney,12/04/2019,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,6,3,4,2,"4,2",5,2.5,1.185976059,-0.463732591,6.185976059,2.036267409,6.185976059,2.036267409,IT Management
Sydney,12/04/2019,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,7,4,5,"4,5",5,6.25,1.292927253,-1.394295163,6.292927253,4.855704837,6.292927253,4.855704837,IT Management
Sydney,12/04/2019,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,9,6,6,4,"6,4",7.5,5,0.962892183,0.964762113,8.462892183,5.964762113,8.462892183,5.964762113,Social marketing
Sydney,12/04/2019,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,6,10,5,7,"5,7",6.25,8.75,-0.83913355,-1.075229812,5.41086645,7.674770188,5.41086645,7.674770188,Social marketing
Sydney,12/04/2019,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,9,9,4,1,"4,1",5,1.25,-0.509759457,0.910544176,4.490240543,2.160544176,4.490240543,2.160544176,Design Skills
Sydney,12/04/2019,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,6,9,2,4,"2,4",2.5,5,-0.590610071,1.483723204,1.909389929,6.483723204,1.909389929,6.483723204,software engineering
Sydney,12/04/2019,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,3,2,4,"2,4",2.5,5,-0.446328755,0.386735169,2.053671245,5.386735169,2.053671245,5.386735169,software engineering
Sydney,12/04/2019,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,8,1,4,6,"4,6",5,7.5,1.065006056,0.951854851,6.065006056,8.451854851,6.065006056,8.451854851,Social marketing
Sydney,12/04/2019,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,9,0,3,6,"3,6",3.75,7.5,-0.80915351,0.687454917,2.94084649,8.187454917,2.94084649,8.187454917,software engineering
Sydney,12/04/2019,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,6,0,3,7,"3,7",3.75,8.75,0.846886107,0.630837571,4.596886107,9.380837571,4.596886107,9.380837571,software engineering
Sydney,12/04/2019,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,5,3,4,3,"4,3",5,3.75,0.453377215,1.050248381,5.453377215,4.800248381,5.453377215,4.800248381,IT Management
Sydney,12/04/2019,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,4,4,"4,4",5,5,1.335612143,0.088693342,6.335612143,5.088693342,6.335612143,5.088693342,Social marketing
Sydney,12/04/2019,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,3,5,"3,5",3.75,6.25,1.38443185,0.559815591,5.13443185,6.809815591,5.13443185,6.809815591,Social marketing
Sydney,12/04/2019,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,3,7,4,4,"4,4",5,5,0.491257333,0.052547473,5.491257333,5.052547473,5.491257333,5.052547473,Social marketing
Sydney,12/04/2019,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,6,2,3,4,"3,4",3.75,5,1.293664014,1.350449064,5.043664014,6.350449064,5.043664014,6.350449064,Social marketing
Sydney,12/04/2019,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,9,10,4,3,"4,3",5,3.75,0.830752025,0.908345321,5.830752025,4.658345321,5.830752025,4.658345321,IT Management
Sydney,12/04/2019,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,10,2,4,5,"4,5",5,6.25,-0.606788845,0.754803019,4.393211155,7.004803019,4.393211155,7.004803019,software engineering
